Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Omega-3 - DHA,Omega-3 - DPA,Omega-3 - EPA,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Trans Fat,Vitamin A,Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Choline,Fructose,Histidine,Isoleucine,Leucine,Lysine,Manganese,Methionine,Phenylalanine,Starch,Sugar,Threonine,Tryptophan,Valine,Vitamin D,Vitamin E,Vitamin K,Omega-3 - ALA,Omega-6 - Eicosadienoic acid,Omega-6 - Gamma-linoleic acid,Omega-3 - Eicosatrienoic acid,Omega-6 - Dihomo-gamma-linoleic acid,Omega-6 - Linoleic acid,Omega-6 - Arachidonic acid,NIH_Food_Group
Strawberry,Fruits,16.0,32.0,77.0,0.0,5.0,3.0,2.0,24.0,41.0,13.0,4.0,57.0,0.0,0.0,0.0,24.0,16.0,153.0,67.0,2.0,4.0,1.0,0.0,12.0,1.0,2.0,0.0,2.0,39.0,13.0,5.0,59.0,14.0,57.0,24.0,1.0,2.0,3.0,3.0,39.0,0.0,2.0,4.0,49.0,2.0,1.0,2.0,0.0,29.0,22.0,,,,,,,,Fruits
Tamarind,Fruits,74.0,239.0,63.0,0.0,9.0,6.0,51.0,14.0,28.0,92.0,18.0,57.0,0.0,0.0,0.0,113.0,6.0,628.0,28.0,27.0,13.0,28.0,0.0,30.0,2.0,43.0,0.0,15.0,19.0,14.0,7.0,35.0,1.0,86.0,,,,,14.0,,1.0,,,39.0,,2.0,,0.0,1.0,28.0,,,,,,,,Fruits
Watermelon,Fruits,7.0,30.0,76.0,0.0,4.0,15.0,4.0,3.0,24.0,10.0,4.0,72.0,0.0,0.0,0.0,11.0,5.0,112.0,61.0,2.0,4.0,1.0,0.0,569.0,28.0,3.0,0.0,2.0,18.0,22.0,5.0,81.0,1.0,41.0,34.0,1.0,2.0,2.0,6.0,4.0,1.0,2.0,0.0,62.0,3.0,1.0,2.0,0.0,5.0,1.0,,,,,,,,Fruits
Maraschino cherry,Fruits,54.0,165.0,42.0,0.0,14.0,21.0,32.0,0.0,43.0,4.0,5.0,39.0,0.0,0.0,0.0,3.0,6.0,21.0,22.0,4.0,2.0,4.0,0.0,45.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,26.0,43.0,,,,,,1.0,,,,39.0,,,,0.0,5.0,15.0,,,,,,,,Fruits
Feijoa,Fruits,17.0,61.0,15.0,0.0,4.0,42.0,64.0,23.0,14.0,9.0,6.0,88.0,0.0,0.0,0.0,19.0,14.0,172.0,71.0,1.0,,3.0,0.0,6.0,0.0,1.0,0.0,2.0,3.0,23.0,7.0,33.0,6.0,,3.0,1.0,2.0,3.0,4.0,8.0,1.0,2.0,0.0,82.0,2.0,1.0,2.0,,16.0,35.0,3.0,0.0,0.0,0.0,0.0,11.0,,Fruits
Asian pear,Fruits,4.0,42.0,11.0,0.0,5.0,23.0,36.0,8.0,0.0,8.0,5.0,71.0,0.0,0.0,0.0,11.0,6.0,121.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,7.0,2.0,38.0,2.0,51.0,,1.0,1.0,3.0,2.0,6.0,1.0,1.0,,71.0,1.0,1.0,2.0,0.0,12.0,45.0,,,,,,,,Fruits
Sour cherry,Fruits,11.0,42.0,10.0,,,21.0,12.0,,64.0,8.0,,93.0,,,,16.0,,115.0,69.0,,,4.0,0.0,,,3.0,0.0,7.0,26.0,4.0,5.0,3.0,7.0,,28.0,,,,,6.0,,,,7.0,,,,,,81.0,,,,,,,,Fruits
Durian,Fruits,6.0,147.0,27.0,0.0,21.0,53.0,38.0,36.0,43.0,30.0,,23.0,,,,39.0,,436.0,15.0,,,2.0,0.0,44.0,2.0,37.0,0.0,2.0,11.0,23.0,32.0,20.0,28.0,,,,,,,33.0,,,,,,,,,,,,,,,,,,Fruits
Crateva religiosa,Fruits,8.0,69.0,18.0,,6.0,1.0,53.0,,16.0,24.0,,12.0,,,,47.0,,304.0,15.0,1.0,,20.0,0.0,100.0,5.0,,,,,,,54.0,31.0,,38.0,,,,,18.0,,,,86.0,,,,,,,,,,,,,,Fruits
Clementine,Fruits,30.0,47.0,12.0,,4.0,15.0,17.0,24.0,14.0,10.0,,10.0,,,,21.0,,177.0,85.0,,1.0,1.0,0.0,,,9.0,,3.0,64.0,15.0,8.0,49.0,6.0,14.0,16.0,,,,,2.0,,,0.0,92.0,,,,0.0,2.0,0.0,,,,,,,,Fruits
Nance,Fruits,46.0,73.0,17.0,,4.0,12.0,75.0,8.0,38.0,20.0,,95.0,,,,10.0,,244.0,66.0,,4.0,3.0,0.0,74.0,4.0,2.0,,2.0,29.0,18.0,2.0,93.0,9.0,,47.0,,,,,25.0,,,,83.0,,,,,13.0,12.0,,,,,,,,Fruits
Naranjilla,Fruits,8.0,25.0,59.0,,3.0,22.0,11.0,3.0,35.0,11.0,,48.0,,,,12.0,,200.0,44.0,,4.0,4.0,0.0,568.0,28.0,5.0,,0.0,15.0,22.0,11.0,32.0,1.0,,1.0,,,,,7.0,,,,37.0,,,,,75.0,15.0,,,,,,,,Fruits
Horned melon,Fruits,13.0,44.0,76.0,,2.0,13.0,,3.0,11.0,40.0,,76.0,,,,37.0,,123.0,18.0,,,2.0,0.0,147.0,7.0,3.0,,2.0,57.0,18.0,6.0,53.0,48.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,Fruits
Coconut,Fruits,14.0,354.0,15.0,0.0,44.0,33.0,9.0,26.0,24.0,32.0,14.0,62.0,0.0,0.0,0.0,113.0,37.0,356.0,33.0,30.0,10.0,20.0,,0.0,0.0,7.0,0.0,2.0,54.0,3.0,5.0,33.0,11.0,12.0,,8.0,13.0,25.0,15.0,15.0,6.0,17.0,,62.0,12.0,4.0,2.0,0.0,24.0,2.0,,,,,,,,Fruits
Cloudberry,Fruits,18.0,51.0,86.0,,,8.0,,,7.0,,,86.0,,,,35.0,,,24.0,,,,,210.0,,5.0,,7.0,9.0,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,Fruits
Huckleberries,Fruits,15.0,37.0,87.0,,,1.0,,,3.0,,,87.0,,,,,,,4.0,,,10.0,,79.0,,1.0,,3.0,3.0,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,Fruits
Salmonberries,Fruits,13.0,47.0,10.0,,3.0,33.0,19.0,17.0,4.0,15.0,,82.0,,,,27.0,,110.0,85.0,,,14.0,,496.0,50.0,4.0,,6.0,47.0,17.0,8.0,92.0,28.0,,18.0,,,,,11.0,,,0.0,37.0,,,,,16.0,15.0,,,,,,,,Fruits
Chokecherries,Fruits,40.0,156.0,34.0,,7.0,98.0,17.0,10.0,4.0,21.0,,17.0,,,,45.0,,309.0,29.0,,17.0,2.0,,43.0,2.0,3.0,0.0,6.0,67.0,33.0,19.0,7.0,19.0,,54.0,,,,,19.0,,,87.0,14.0,,,,0.0,75.0,29.0,,,,,,,,Fruits
Rose hip,Fruits,169.0,162.0,38.0,,11.0,34.0,24.0,3.0,11.0,69.0,,14.0,,,,61.0,,429.0,16.0,,,4.0,,4345.0,217.0,2.0,,17.0,13.0,8.0,8.0,426.0,25.0,12.0,12.0,,,,,1.0,,,,26.0,,,,,58.0,26.0,,,,,,,,Fruits
Artichoke,Vegetables,44.0,47.0,11.0,0.0,23.0,15.0,54.0,68.0,13.0,60.0,1.0,51.0,0.0,0.0,0.0,90.0,6.0,370.0,33.0,4.0,2.0,94.0,0.0,13.0,1.0,7.0,0.0,7.0,1.0,34.0,12.0,12.0,49.0,34.0,,,,,,26.0,,,,99.0,,,,0.0,19.0,15.0,,,,,,,,Vegetables
Asparagus,Vegetables,44.0,47.0,92.0,0.0,5.0,1.0,,45.0,98.0,42.0,1.0,92.0,,,,57.0,4.0,290.0,25.0,3.0,15.0,4.0,0.0,450.0,23.0,9.0,0.0,1.0,63.0,5.0,2.0,16.0,36.0,,,8.0,14.0,18.0,17.0,2.0,4.0,14.0,,,9.0,3.0,15.0,0.0,,,,,,,,,,Vegetables
"Bitter gourd (Momordica charantia, bitter melon, balsam pear)",Vegetables,84.0,30.0,33.0,0.0,2.0,69.0,,128.0,2.0,85.0,,33.0,,,,99.0,,608.0,53.0,,9.0,11.0,0.0,1734.0,87.0,18.0,0.0,36.0,11.0,6.0,8.0,88.0,3.0,,,,,,,54.0,,,,,,,,0.0,,,,,,,,,,Vegetables
Bamboo shoot,Vegetables,13.0,27.0,52.0,0.0,19.0,3.0,22.0,7.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,59.0,13.0,533.0,26.0,7.0,8.0,4.0,0.0,20.0,1.0,15.0,0.0,7.0,6.0,16.0,24.0,4.0,11.0,0.0,,4.0,9.0,14.0,13.0,26.0,3.0,9.0,,3.0,9.0,3.0,11.0,0.0,1.0,0.0,,,,,,,,Vegetables
Green bean,Vegetables,44.0,35.0,79.0,0.0,6.0,28.0,32.0,33.0,65.0,18.0,1.0,47.0,0.0,0.0,0.0,29.0,15.0,146.0,19.0,6.0,2.0,1.0,0.0,633.0,32.0,7.0,0.0,1.0,61.0,7.0,6.0,97.0,25.0,17.0,,4.0,7.0,12.0,9.0,29.0,2.0,7.0,,36.0,8.0,2.0,9.0,0.0,46.0,48.0,,,,,,,,Vegetables
Beetroot,Vegetables,16.0,43.0,96.0,0.0,8.0,17.0,28.0,109.0,8.0,23.0,3.0,68.0,0.0,0.0,0.0,40.0,6.0,325.0,16.0,3.0,7.0,78.0,0.0,33.0,2.0,3.0,0.0,4.0,33.0,16.0,7.0,49.0,35.0,6.0,,2.0,5.0,7.0,6.0,33.0,2.0,5.0,,68.0,5.0,2.0,6.0,0.0,4.0,2.0,,,,,,,,Vegetables
Broad bean,Vegetables,18.0,62.0,10.0,0.0,6.0,5.0,36.0,58.0,15.0,31.0,2.0,65.0,,,,73.0,3.0,193.0,48.0,14.0,1.0,41.0,0.0,270.0,14.0,13.0,0.0,9.0,12.0,7.0,3.0,20.0,47.0,,,12.0,22.0,37.0,31.0,26.0,4.0,2.0,,,18.0,5.0,24.0,0.0,,,,,,,,,,Vegetables
Broccoli,Vegetables,47.0,34.0,66.0,0.0,5.0,37.0,26.0,63.0,73.0,21.0,1.0,4.0,0.0,0.0,0.0,66.0,4.0,316.0,28.0,4.0,25.0,33.0,0.0,623.0,31.0,7.0,0.0,12.0,64.0,57.0,18.0,89.0,41.0,19.0,68.0,6.0,8.0,13.0,14.0,21.0,4.0,12.0,0.0,17.0,9.0,3.0,13.0,0.0,78.0,102.0,,0.0,0.0,,,,,Vegetables
Brussels sprout,Vegetables,42.0,43.0,9.0,0.0,7.0,3.0,38.0,61.0,14.0,23.0,2.0,52.0,0.0,0.0,0.0,69.0,153.0,389.0,34.0,6.0,16.0,25.0,0.0,754.0,38.0,14.0,0.0,9.0,75.0,31.0,22.0,85.0,42.0,19.0,93.0,8.0,13.0,15.0,15.0,34.0,3.0,1.0,,22.0,12.0,4.0,16.0,0.0,88.0,177.0,,,,,,,,Vegetables
Burdock root,Vegetables,41.0,72.0,17.0,0.0,8.0,15.0,33.0,23.0,8.0,38.0,4.0,14.0,0.0,0.0,0.0,51.0,6.0,308.0,15.0,3.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,32.0,24.0,3.0,33.0,12.0,,3.0,3.0,3.0,7.0,23.0,1.0,3.0,,29.0,3.0,1.0,3.0,0.0,38.0,16.0,,,,,,,,Vegetables
Cabbage,Vegetables,40.0,25.0,58.0,0.0,2.0,1.0,25.0,43.0,47.0,12.0,2.0,33.0,0.0,0.0,0.0,26.0,2.0,170.0,13.0,3.0,3.0,18.0,0.0,98.0,5.0,6.0,0.0,4.0,23.0,21.0,12.0,37.0,18.0,11.0,15.0,2.0,3.0,4.0,4.0,16.0,1.0,3.0,0.0,32.0,4.0,1.0,4.0,0.0,15.0,76.0,,0.0,,,,,,Vegetables
Red cabbage,Vegetables,45.0,31.0,74.0,0.0,2.0,16.0,21.0,18.0,8.0,16.0,1.0,53.0,0.0,0.0,0.0,30.0,8.0,243.0,14.0,2.0,6.0,27.0,0.0,1116.0,56.0,6.0,0.0,7.0,42.0,15.0,21.0,57.0,22.0,17.0,15.0,2.0,3.0,5.0,5.0,24.0,1.0,4.0,0.0,38.0,4.0,1.0,5.0,0.0,11.0,38.0,,,,,,,,Vegetables
Savoy cabbage,Vegetables,35.0,27.0,61.0,0.0,6.0,1.0,31.0,80.0,4.0,28.0,1.0,3.0,0.0,0.0,0.0,42.0,5.0,230.0,2.0,1.0,9.0,28.0,0.0,1000.0,50.0,7.0,0.0,3.0,3.0,19.0,19.0,31.0,27.0,12.0,,4.0,1.0,1.0,9.0,18.0,2.0,6.0,,23.0,7.0,2.0,9.0,0.0,17.0,69.0,,,,,,,,Vegetables
Chinese cabbage,Vegetables,105.0,13.0,22.0,0.0,2.0,2.0,1.0,66.0,8.0,19.0,2.0,12.0,0.0,0.0,0.0,37.0,1.0,252.0,15.0,3.0,5.0,65.0,0.0,4468.0,223.0,4.0,0.0,7.0,5.0,9.0,19.0,45.0,19.0,64.0,,3.0,9.0,9.0,9.0,16.0,1.0,4.0,,12.0,5.0,2.0,7.0,0.0,9.0,46.0,,,,,,,,Vegetables
Carrot,Vegetables,33.0,41.0,96.0,0.0,5.0,24.0,28.0,19.0,3.0,12.0,1.0,68.0,0.0,0.0,0.0,35.0,12.0,320.0,93.0,4.0,1.0,69.0,0.0,16706.0,835.0,7.0,0.0,6.0,98.0,27.0,14.0,59.0,24.0,88.0,55.0,4.0,8.0,1.0,1.0,14.0,2.0,6.0,14.0,47.0,19.0,1.0,7.0,0.0,66.0,13.0,,0.0,,,,,,Vegetables
Cassava,Vegetables,16.0,160.0,38.0,0.0,1.0,28.0,18.0,27.0,27.0,21.0,8.0,36.0,0.0,0.0,0.0,27.0,5.0,271.0,14.0,7.0,7.0,14.0,0.0,13.0,1.0,9.0,0.0,5.0,85.0,11.0,9.0,21.0,34.0,24.0,,2.0,3.0,4.0,4.0,38.0,1.0,3.0,,17.0,3.0,2.0,4.0,0.0,19.0,19.0,,,,,,,,Vegetables
Cauliflower,Vegetables,22.0,25.0,5.0,0.0,4.0,28.0,2.0,57.0,42.0,15.0,3.0,3.0,0.0,0.0,0.0,44.0,3.0,299.0,19.0,13.0,6.0,30.0,0.0,0.0,0.0,5.0,0.0,6.0,51.0,67.0,18.0,48.0,27.0,44.0,97.0,6.0,7.0,11.0,22.0,16.0,2.0,7.0,,19.0,8.0,2.0,13.0,0.0,8.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,,Vegetables
Celeriac,Vegetables,43.0,42.0,92.0,0.0,7.0,3.0,18.0,8.0,7.0,20.0,6.0,74.0,0.0,0.0,0.0,115.0,15.0,300.0,15.0,8.0,7.0,100.0,0.0,0.0,0.0,5.0,0.0,6.0,7.0,35.0,17.0,8.0,33.0,9.0,,,,,,16.0,,,,16.0,,,,0.0,36.0,41.0,,,,,,,,Vegetables
Celtuce,Vegetables,39.0,18.0,37.0,0.0,4.0,3.0,17.0,46.0,55.0,28.0,,2.0,,,,39.0,,330.0,85.0,,9.0,11.0,0.0,3500.0,175.0,6.0,0.0,7.0,55.0,18.0,5.0,20.0,27.0,,,2.0,6.0,5.0,6.0,69.0,1.0,4.0,,,4.0,1.0,5.0,0.0,,,,,,,,,,Vegetables
Chayote,Vegetables,17.0,19.0,45.0,0.0,12.0,13.0,17.0,93.0,34.0,12.0,1.0,28.0,0.0,0.0,0.0,18.0,6.0,125.0,82.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,47.0,25.0,8.0,77.0,74.0,92.0,,2.0,4.0,8.0,4.0,19.0,0.0,5.0,,17.0,4.0,1.0,6.0,0.0,12.0,41.0,,,,,,,,Vegetables
Chicory,Vegetables,19.0,17.0,4.0,0.0,5.0,1.0,31.0,37.0,24.0,10.0,0.0,9.0,,,,26.0,4.0,211.0,9.0,2.0,2.0,2.0,0.0,29.0,1.0,6.0,0.0,3.0,16.0,15.0,4.0,28.0,16.0,,,2.0,5.0,4.0,4.0,1.0,1.0,2.0,,,3.0,2.0,4.0,0.0,,,,,,,,,,Vegetables
Corn,Vegetables,3.0,96.0,21.0,0.0,5.0,15.0,24.0,23.0,45.0,26.0,37.0,19.0,0.0,0.0,0.0,77.0,6.0,218.0,34.0,2.0,2.0,1.0,0.0,263.0,13.0,9.0,0.0,6.0,17.0,79.0,14.0,55.0,62.0,29.0,79.0,9.0,13.0,36.0,14.0,17.0,7.0,16.0,72.0,45.0,13.0,2.0,19.0,0.0,9.0,4.0,,,,,,,,Vegetables
Yardlong beans,Vegetables,44.0,47.0,92.0,0.0,5.0,1.0,,45.0,98.0,42.0,1.0,92.0,,,,57.0,4.0,290.0,25.0,3.0,15.0,4.0,0.0,450.0,23.0,9.0,0.0,1.0,63.0,5.0,2.0,16.0,36.0,,,8.0,14.0,18.0,17.0,2.0,4.0,14.0,,,9.0,3.0,15.0,0.0,,,,,,,,,,Vegetables
Cucumber,Vegetables,16.0,15.0,36.0,0.0,4.0,11.0,5.0,7.0,28.0,13.0,1.0,31.0,0.0,0.0,0.0,24.0,3.0,147.0,65.0,4.0,3.0,2.0,0.0,105.0,5.0,3.0,0.0,3.0,1.0,26.0,4.0,28.0,2.0,6.0,87.0,1.0,2.0,3.0,3.0,8.0,1.0,2.0,83.0,17.0,2.0,1.0,2.0,0.0,3.0,16.0,,0.0,,,,,,Vegetables
Eggplant,Vegetables,9.0,25.0,59.0,0.0,8.0,18.0,3.0,22.0,23.0,14.0,2.0,29.0,0.0,0.0,0.0,24.0,8.0,229.0,98.0,3.0,3.0,2.0,0.0,23.0,1.0,4.0,0.0,4.0,65.0,28.0,8.0,22.0,16.0,69.0,15.0,2.0,5.0,6.0,5.0,23.0,1.0,4.0,,35.0,4.0,1.0,5.0,0.0,3.0,35.0,,,,,,,,Vegetables
Edamame,Vegetables,63.0,121.0,89.0,0.0,35.0,52.0,52.0,311.0,23.0,64.0,13.0,37.0,0.0,0.0,0.0,169.0,22.0,436.0,12.0,62.0,8.0,6.0,1.0,298.0,15.0,2.0,0.0,16.0,92.0,4.0,1.0,61.0,14.0,56.0,12.0,27.0,3.0,75.0,75.0,1.0,14.0,49.0,15.0,22.0,33.0,13.0,32.0,0.0,68.0,27.0,36.0,0.0,0.0,0.0,0.0,18.0,,Vegetables
Endive,Vegetables,52.0,17.0,34.0,0.0,1.0,2.0,31.0,142.0,83.0,15.0,0.0,25.0,0.0,0.0,0.0,28.0,9.0,314.0,13.0,5.0,2.0,22.0,0.0,2167.0,108.0,8.0,0.0,8.0,4.0,9.0,2.0,65.0,79.0,17.0,,2.0,7.0,1.0,6.0,42.0,1.0,5.0,,25.0,5.0,1.0,6.0,0.0,44.0,231.0,,,,,,,,Vegetables
Garlic,Vegetables,181.0,149.0,33.0,0.0,3.0,5.0,21.0,3.0,17.0,25.0,1.0,31.0,0.0,0.0,0.0,153.0,25.0,401.0,64.0,9.0,14.0,17.0,0.0,9.0,0.0,2.0,0.0,11.0,7.0,6.0,12.0,31.0,12.0,23.0,,11.0,22.0,31.0,27.0,17.0,8.0,18.0,,1.0,16.0,7.0,29.0,0.0,8.0,17.0,,,,,,,,Vegetables
Ginger,Vegetables,16.0,80.0,18.0,0.0,23.0,75.0,2.0,11.0,6.0,43.0,15.0,16.0,0.0,0.0,0.0,34.0,15.0,415.0,18.0,2.0,7.0,13.0,0.0,0.0,0.0,3.0,0.0,3.0,75.0,2.0,16.0,5.0,34.0,29.0,,3.0,5.0,7.0,6.0,23.0,1.0,5.0,,17.0,4.0,1.0,7.0,0.0,26.0,1.0,,,,,,,,Vegetables
Jerusalem artichoke,Vegetables,14.0,73.0,17.0,0.0,14.0,1.0,16.0,13.0,34.0,17.0,0.0,16.0,0.0,0.0,0.0,78.0,0.0,429.0,2.0,0.0,7.0,4.0,0.0,20.0,1.0,2.0,0.0,6.0,13.0,4.0,8.0,4.0,12.0,30.0,,,,,,6.0,,,,96.0,,,,0.0,19.0,1.0,,,,,,,,Vegetables
Kanpyo,Vegetables,280.0,258.0,65.0,0.0,43.0,56.0,98.0,61.0,51.0,125.0,1.0,55.0,,,,188.0,24.0,1582.0,86.0,5.0,26.0,15.0,0.0,0.0,,0.0,0.0,4.0,29.0,26.0,53.0,2.0,59.0,,,,,,,11.0,,,,,,,,0.0,,,,,,,,,,Vegetables
Kohlrabi,Vegetables,24.0,27.0,62.0,0.0,13.0,1.0,36.0,16.0,4.0,19.0,1.0,26.0,0.0,0.0,0.0,46.0,5.0,350.0,17.0,1.0,7.0,20.0,0.0,36.0,2.0,5.0,0.0,2.0,4.0,17.0,15.0,62.0,3.0,12.0,,2.0,8.0,7.0,6.0,14.0,1.0,4.0,,26.0,5.0,1.0,5.0,0.0,48.0,1.0,,,,,,,,Vegetables
Lotus root,Vegetables,45.0,74.0,17.0,0.0,26.0,1.0,49.0,13.0,12.0,23.0,2.0,12.0,,,,100.0,2.0,556.0,26.0,3.0,7.0,40.0,0.0,0.0,0.0,16.0,0.0,22.0,4.0,38.0,26.0,44.0,39.0,,,4.0,5.0,7.0,9.0,26.0,2.0,5.0,,,5.0,2.0,6.0,0.0,,,,,,,,,,Vegetables
Red leaf lettuce,Vegetables,33.0,16.0,23.0,0.0,3.0,22.0,9.0,36.0,12.0,12.0,1.0,14.0,0.0,0.0,0.0,28.0,7.0,187.0,13.0,2.0,15.0,25.0,0.0,7492.0,375.0,6.0,0.0,8.0,32.0,14.0,1.0,37.0,2.0,12.0,28.0,2.0,4.0,7.0,5.0,2.0,2.0,7.0,0.0,48.0,5.0,2.0,5.0,0.0,15.0,140.0,,,,,,,,Vegetables
Okra,Vegetables,82.0,33.0,75.0,0.0,11.0,19.0,32.0,60.0,62.0,57.0,2.0,43.0,0.0,0.0,0.0,61.0,3.0,299.0,19.0,3.0,7.0,7.0,0.0,716.0,36.0,2.0,0.0,6.0,1.0,25.0,22.0,23.0,58.0,12.0,57.0,3.0,7.0,11.0,8.0,79.0,2.0,7.0,34.0,15.0,7.0,2.0,9.0,0.0,27.0,31.0,,,,,,,,Vegetables
Onion,Vegetables,23.0,40.0,93.0,0.0,4.0,1.0,17.0,19.0,21.0,10.0,1.0,76.0,0.0,0.0,0.0,29.0,2.0,146.0,11.0,4.0,5.0,4.0,0.0,2.0,0.0,5.0,0.0,3.0,12.0,12.0,12.0,74.0,17.0,61.0,13.0,1.0,1.0,3.0,4.0,13.0,0.0,3.0,0.0,42.0,2.0,1.0,2.0,0.0,2.0,4.0,,0.0,,,,,,Vegetables
Sweet onion,Vegetables,20.0,32.0,76.0,0.0,6.0,8.0,9.0,23.0,26.0,9.0,,67.0,,,,27.0,,119.0,8.0,,5.0,8.0,0.0,1.0,0.0,4.0,,2.0,13.0,1.0,13.0,48.0,13.0,55.0,2.0,1.0,1.0,3.0,3.0,8.0,1.0,2.0,0.0,5.0,2.0,1.0,2.0,0.0,2.0,3.0,,,,,,,,Vegetables
Onion rings,Vegetables,31.0,276.0,34.0,0.0,7.0,14.0,22.0,33.0,13.0,17.0,3.0,32.0,0.0,0.0,0.0,71.0,76.0,123.0,41.0,21.0,56.0,370.0,5.0,0.0,0.0,19.0,0.0,12.0,13.0,29.0,12.0,16.0,42.0,11.0,13.0,11.0,21.0,35.0,15.0,35.0,8.0,24.0,26.0,51.0,15.0,7.0,22.0,0.0,46.0,34.0,79.0,0.0,5.0,0.0,0.0,63.0,,Vegetables
Parsnip,Vegetables,36.0,75.0,18.0,0.0,12.0,3.0,49.0,67.0,59.0,29.0,11.0,13.0,,,,71.0,5.0,375.0,12.0,5.0,18.0,10.0,0.0,0.0,0.0,9.0,0.0,5.0,7.0,6.0,9.0,17.0,59.0,,,,,,,56.0,,,,48.0,,,,0.0,15.0,23.0,,,,,,,,Vegetables
Pea,Vegetables,27.0,84.0,16.0,0.0,17.0,22.0,55.0,63.0,15.0,39.0,2.0,10.0,0.0,0.0,0.0,117.0,1.0,271.0,54.0,4.0,19.0,3.0,0.0,801.0,40.0,26.0,0.0,15.0,2.0,153.0,22.0,14.0,12.0,30.0,41.0,11.0,19.0,32.0,31.0,53.0,8.0,2.0,,59.0,2.0,4.0,23.0,0.0,14.0,26.0,,,,,,,,Vegetables
Bell pepper,Vegetables,10.0,20.0,46.0,0.0,7.0,17.0,17.0,10.0,34.0,10.0,1.0,29.0,0.0,0.0,0.0,20.0,6.0,175.0,86.0,6.0,0.0,3.0,0.0,370.0,18.0,6.0,0.0,3.0,48.0,1.0,22.0,80.0,13.0,55.0,11.0,1.0,2.0,4.0,4.0,12.0,1.0,9.0,0.0,24.0,4.0,1.0,4.0,0.0,37.0,74.0,,0.0,,,,,,Vegetables
Russet potato,Vegetables,18.0,97.0,21.0,0.0,11.0,13.0,23.0,26.0,11.0,30.0,0.0,19.0,0.0,0.0,0.0,71.0,5.0,550.0,26.0,3.0,5.0,14.0,0.0,10.0,1.0,7.0,0.0,5.0,13.0,38.0,35.0,83.0,35.0,15.0,32.0,4.0,9.0,13.0,14.0,23.0,4.0,1.0,17.0,11.0,9.0,3.0,13.0,0.0,7.0,2.0,,,,,,,,Vegetables
Red potato,Vegetables,9.0,89.0,20.0,0.0,17.0,15.0,18.0,27.0,7.0,28.0,0.0,18.0,0.0,0.0,0.0,72.0,4.0,545.0,23.0,3.0,,12.0,0.0,10.0,1.0,7.0,0.0,5.0,16.0,34.0,21.0,13.0,4.0,19.0,44.0,4.0,7.0,11.0,12.0,17.0,4.0,9.0,15.0,14.0,8.0,2.0,12.0,0.0,8.0,28.0,,,,,,,,Vegetables
Pumpkin flowers,Vegetables,39.0,15.0,33.0,0.0,,7.0,,59.0,7.0,24.0,1.0,33.0,,,,49.0,0.0,173.0,1.0,4.0,7.0,5.0,0.0,1947.0,97.0,4.0,0.0,8.0,69.0,,,28.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Vegetables
Pumpkin,Vegetables,15.0,20.0,49.0,0.0,9.0,7.0,11.0,9.0,57.0,9.0,1.0,38.0,0.0,0.0,0.0,30.0,0.0,230.0,72.0,4.0,2.0,1.0,0.0,5755.0,288.0,3.0,0.0,8.0,41.0,2.0,4.0,47.0,23.0,62.0,,1.0,2.0,3.0,4.0,9.0,1.0,2.0,,21.0,2.0,1.0,3.0,0.0,8.0,8.0,,,,,,,,Vegetables
Radish,Vegetables,25.0,16.0,34.0,0.0,5.0,1.0,16.0,25.0,34.0,10.0,2.0,18.0,0.0,0.0,0.0,20.0,5.0,233.0,68.0,3.0,6.0,39.0,0.0,7.0,0.0,1.0,0.0,4.0,25.0,17.0,7.0,15.0,28.0,65.0,71.0,1.0,2.0,3.0,3.0,7.0,1.0,4.0,0.0,19.0,2.0,1.0,4.0,0.0,0.0,13.0,,,,,,,,Vegetables
Daikon,Vegetables,27.0,18.0,41.0,0.0,12.0,1.0,16.0,28.0,4.0,16.0,2.0,25.0,0.0,0.0,0.0,23.0,5.0,227.0,6.0,3.0,7.0,21.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,14.0,5.0,22.0,15.0,73.0,,1.0,3.0,3.0,3.0,4.0,1.0,2.0,,25.0,3.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,Vegetables
